inputName,n
values_11,13
values_19,32
values_12,26
values_38,30
values_81,16
values_5,5
values_40,29
values_70,32
values_23,7
values_72,13
values_79,24
values_78,21
values_87,17
values_6,5
values_68,31
values_69,18
values_1,28
values_45,6
values_33,9
values_15,15
values_93,6
values_24,29
values_25,11
values_26,24
values_48,15
values_71,25
values_76,15
values_7,9
values_50,25
values_22,11
values_4,12
values_32,18
values_77,9
values_91,17
values_42,6
values_13,25
values_41,24
values_55,21
values_31,31
values_66,26
values_65,13
values_62,4
values_21,26
values_95,28
values_84,15
values_58,28
values_64,17
values_83,26
values_94,32
values_0,28
values_99,18
values_96,26
values_67,23
values_61,17
values_43,24
values_2,2
values_54,19
values_30,6
values_59,15
values_85,24
values_74,16
values_90,32
values_18,15
values_52,29
values_44,22
values_17,8
values_36,20
values_49,8
values_86,8
values_37,13
values_56,10
values_63,24
values_35,27
values_97,8
values_75,18
values_57,7
values_88,5
values_10,7
values_53,19
values_8,28
values_39,30
values_47,13
values_60,24
values_89,30
values_51,12
values_14,3
values_28,2
values_16,25
values_34,12
values_82,19
values_46,7
values_27,3
values_20,22
values_9,2
values_92,10
values_3,25
values_98,3
values_29,11
values_80,7
values_73,29
